system:index,construction_year,count,latitude,longitude,presence,zone,.geo
+1715553+644547,2020,6,28.950298613787155,77.05535905893346,0.5473437309265137,7368235440264641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05535905893346,28.950298613787155]}"
+1715554+644042,2020,76,28.927474313607746,77.05550936914437,0.5400000214576721,7368231145296833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05550936914437,28.927474313607746]}"
+1715554+644066,2020,32,28.928716589086182,77.05510453626962,0.3812499940395355,7368183900656609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05510453626962,28.928716589086182]}"
+1715554+644224,2020,222,28.935647981725516,77.05588064830339,0.9027343392372131,7368265505035384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05588064830339,28.935647981725516]}"
+1715554+644548,2020,1,28.950388445315564,77.05544140450117,0.6142187714576721,7368248325166532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05544140450117,28.950388445315564]}"
+1715554+644555,2020,6,28.9506579399008,77.05538900277625,0.38945311307907104,7368239735231945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05538900277625,28.9506579399008]}"
+1715555+644028,2020,2,28.92703224792846,77.05546386238328,0.5290625095367432,7368248325166012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05546386238328,28.92703224792846]}"
+1715555+644048,2020,68,28.927717873858544,77.05500809948177,0.0,7368188195623873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05500809948177,28.927717873858544]}"
+1715555+644061,2020,35,28.92847981884344,77.05513726061213,0.9787499904632568,7368192490591194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05513726061213,28.92847981884344]}"
+1715555+644538,2020,6,28.9498943719093,77.05543391854046,0.43992188572883606,7368244030199224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05543391854046,28.9498943719093]}"
+1715556+644552,2020,3,28.950553136450985,77.05550129218678,0.5610156059265137,7368252620133831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05550129218678,28.950553136450985]}"
+1715556+644559,2020,1,28.95088251872183,77.05553123602958,0.2808593809604645,7368256915101135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05553123602958,28.95088251872183]}"
+1715557+644522,2020,4,28.949198177564107,77.05555369391169,0.6551562547683716,7368256915101097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05555369391169,28.949198177564107]}"
+1715557+644527,2020,6,28.949400298503033,77.05555369391169,0.7475781440734863,7368256915101101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05555369391169,28.949400298503033]}"
+1715557+644547,2020,3,28.950343529551358,77.05553123602958,0.5582812428474426,7368252620133827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05553123602958,28.950343529551358]}"
+1715558+644535,2020,4,28.94980454038089,77.05555369391169,0.6985937356948853,7368252620133815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05555369391169,28.94980454038089]}"
+1715558+644540,2020,4,28.949995432378763,77.05565475438115,0.2205468714237213,7368265505035707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05565475438115,28.949995432378763]}"
+1715558+644550,2020,4,28.950455818961874,77.0555986096759,0.48921874165534973,7368261210068421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0555986096759,28.950455818961874]}"
+1715559+644552,2020,1,28.95056810837239,77.0556659833222,0.614453136920929,7368269800003016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0556659833222,28.95056810837239]}"
+1715560+644048,2020,6,28.927878161487673,77.0556809552436,0.6044531464576721,7368269800002509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0556809552436,28.927878161487673]}"
+1715560+644558,2020,5,28.950783704040578,77.05569293278073,0.3225000202655792,7368269800003020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05569293278073,28.950783704040578]}"
+1715561+644525,2020,2,28.949355382738826,77.0557333569685,0.5177344083786011,7368274094970285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0557333569685,28.949355382738826]}"
+1715561+644545,2020,5,28.950235731717264,77.05568394962788,0.6107812523841858,7368265505035712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05568394962788,28.950235731717264]}"
+1715561+644551,2020,1,28.950523192608184,77.05575581485061,0.5093750357627869,7368278389937607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05575581485061,28.950523192608184]}"
+1715562+644519,2020,31,28.948969976504028,77.05575001926813,0.7850781083106995,7368274094970274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05575001926813,28.948969976504028]}"
+1715562+644542,2020,1,28.950118950730328,77.05580073061482,0.5533593893051147,7368282684904894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05580073061482,28.950118950730328]}"
